Ministry,Collective CA,Contract Account,Calendar Year/Month,Year,Month,Net Sales Quantity,Unit Cost,Net Sales Amount,Unnamed: 9,Collective Account,#Accounts Connected,Unnamed: 12,Accounts,Length of Service,Unnamed: 15,Non-SRCA Accounts,Status,Savings,Account_Type
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100978768,12.2024,2024,December,3737.36,0.320001284,1195.96,,,,,10104911631,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100978777,1.2024,2024,January,193,0.32,61.76,,,,,10105507490,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100978777,2.2024,2024,February,248,0.32,79.36,,,,,10053844271,23,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100978777,3.2024,2024,March,223,0.32,71.36,,,,,10101373001,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100978777,4.2024,2024,April,164,0.32,52.48,,,,,10104412622,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100978777,5.2024,2024,May,152.59,0.320007864,48.83,,,,,10104412631,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100978777,6.2024,2024,June,187.41,0.319993597,59.97,,,,,10104412641,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100978777,7.2024,2024,July,153.53,0.320002605,49.13,,,,,10104412650,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100978777,8.2024,2024,August,134.47,0.319997025,43.03,,,,,10104412669,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100978777,9.2024,2024,September,113.96,0.32002457,36.47,,,,,10104412678,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100978777,10.2024,2024,October,115.16,0.31998958,36.85,,,,,10053810587,20,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100978777,11.2024,2024,November,135.64,0.319964612,43.4,,,,,10053480580,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100978777,12.2024,2024,December,138.42,0.319968213,44.29,,,,,10103851753,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101289249,1.2024,2024,January,3720,0.32,1190.4,,,,,10103851771,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101289249,2.2024,2024,February,4120,0.32,1318.4,,,,,10103851781,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101289249,3.2024,2024,March,4320,0.32,1382.4,,,,,10103858413,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101289249,4.2024,2024,April,6000,0.32,1920,,,,,10053733479,22,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101289249,5.2024,2024,May,7986.4,0.32000025,2555.65,,,,,10102744534,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101289249,6.2024,2024,June,11579.2,0.319999655,3705.34,,,,,10053606430,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101289249,7.2024,2024,July,13898,0.32,4447.36,,,,,10053855275,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101289249,8.2024,2024,August,13546.8,0.320000295,4334.98,,,,,10101225976,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101289249,9.2024,2024,September,12936,0.32,4139.52,,,,,10101225985,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101289249,10.2024,2024,October,10512,0.32,3363.84,,,,,10101225994,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101289249,11.2024,2024,November,8152.4,0.320000245,2608.77,,,,,10101239004,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101289249,12.2024,2024,December,6544.8,0.320000611,2094.34,,,,,10101239013,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653382,1.2024,2024,January,385,0.32,123.2,,,,,10101239022,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653382,2.2024,2024,February,653,0.32,208.96,,,,,10101239031,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653382,3.2024,2024,March,514,0.32,164.48,,,,,10053074114,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653382,4.2024,2024,April,594,0.32,190.08,,,,,10053074320,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653382,5.2024,2024,May,1146.46,0.320002442,366.87,,,,,10053074419,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653382,6.2024,2024,June,2228.4,0.320000898,713.09,,,,,10053074508,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653382,7.2024,2024,July,3211.75,0.32,1027.76,,,,,10053074633,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653382,8.2024,2024,August,3188.45,0.319998745,1020.3,,,,,10053074731,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653382,9.2024,2024,September,3231.41,0.319999629,1034.05,,,,,10053117301,22,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653382,10.2024,2024,October,2680.77,0.320001343,857.85,,,,,10053121591,23,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653382,11.2024,2024,November,2028.15,0.320000986,649.01,,,,,10053123264,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653382,12.2024,2024,December,1030.31,0.320000776,329.7,,,,,10053124477,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653391,1.2024,2024,January,307,0.32,98.24,,,,,10053124691,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653391,2.2024,2024,February,293,0.32,93.76,,,,,10053124950,23,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653391,3.2024,2024,March,275,0.32,88,,,,,10053155080,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653391,4.2024,2024,April,239,0.32,76.48,,,,,10053155231,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653391,5.2024,2024,May,219.22,0.319998175,70.15,,,,,10053155366,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653391,6.2024,2024,June,214.37,0.320007464,68.6,,,,,10053155491,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653391,7.2024,2024,July,182.32,0.319986836,58.34,,,,,10053155624,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653391,8.2024,2024,August,171.37,0.320009337,54.84,,,,,10053155769,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653391,9.2024,2024,September,182.36,0.320026322,58.36,,,,,10053155894,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653391,10.2024,2024,October,239.21,0.320011705,76.55,,,,,10053156031,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653391,11.2024,2024,November,260.79,0.319989263,83.45,,,,,10053156176,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653391,12.2024,2024,December,279.67,0.319984267,89.49,,,,,10053156363,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653417,1.2024,2024,January,3520,0.32,1126.4,,,,,10053186854,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653417,2.2024,2024,February,3890,0.32,1244.8,,,,,10053191596,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653417,3.2024,2024,March,3246,0.32,1038.72,,,,,10053216087,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653417,4.2024,2024,April,3289,0.32,1052.48,,,,,10053219811,23,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653417,5.2024,2024,May,3464.65,0.320000577,1108.69,,,,,10053222398,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653417,6.2024,2024,June,3994.76,0.319999199,1278.32,,,,,10053222638,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653417,7.2024,2024,July,4443.3,0.3200009,1421.86,,,,,10053224427,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653417,8.2024,2024,August,4239.82,0.319999434,1356.74,,,,,10053224679,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653417,9.2024,2024,September,4171.65,0.320000479,1334.93,,,,,10053224786,22,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653417,10.2024,2024,October,4068.16,0.319999705,1301.81,,,,,10053229844,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653417,11.2024,2024,November,3681.99,0.320000869,1178.24,,,,,10053234764,18,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653417,12.2024,2024,December,3307.07,0.319999274,1058.26,,,,,10053270715,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653426,1.2024,2024,January,255,0.32,81.6,,,,,10053270949,19,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653426,2.2024,2024,February,253,0.32,80.96,,,,,10053276989,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653426,3.2024,2024,March,153,0.32,48.96,,,,,10053280337,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653426,4.2024,2024,April,159,0.32,50.88,,,,,10053283983,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653426,5.2024,2024,May,616.71,0.32000454,197.35,,,,,10053310202,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653426,6.2024,2024,June,1306.89,0.319996327,418.2,,,,,10053331801,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653426,7.2024,2024,July,2553.82,0.31999906,817.22,,,,,10053332031,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653426,8.2024,2024,August,2648.07,0.319999094,847.38,,,,,10053332308,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653426,9.2024,2024,September,2617.84,0.320000458,837.71,,,,,10053332531,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653426,10.2024,2024,October,2433.04,0.319998849,778.57,,,,,10053332792,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653426,11.2024,2024,November,1552.03,0.320000258,496.65,,,,,10053333332,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653426,12.2024,2024,December,590.52,0.320006096,188.97,,,,,10053333557,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653435,1.2024,2024,January,851,0.32,272.32,,,,,10053335542,22,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653435,2.2024,2024,February,964,0.32,308.48,,,,,10053340177,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653435,3.2024,2024,March,827,0.32,264.64,,,,,10053343203,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653435,4.2024,2024,April,802,0.32,256.64,,,,,10053343339,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653435,5.2024,2024,May,769.22,0.31999948,246.15,,,,,10053344828,23,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653435,6.2024,2024,June,713.35,0.319997196,228.27,,,,,10053370935,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653435,7.2024,2024,July,682.49,0.320004689,218.4,,,,,10053395907,10,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653435,8.2024,2024,August,626.05,0.320006389,200.34,,,,,10053402233,23,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653435,9.2024,2024,September,617.83,0.320007122,197.71,,,,,10053402331,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653435,10.2024,2024,October,609.25,0.32,194.96,,,,,10053403624,1,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653435,11.2024,2024,November,607.61,0.3200079,194.44,,,,,10053404381,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653435,12.2024,2024,December,597.63,0.319997323,191.24,,,,,10053430873,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653444,1.2024,2024,January,0,,0,,,,,10053455237,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653444,2.2024,2024,February,0,,0,,,,,10053458364,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653444,3.2024,2024,March,0,,0,,,,,10053458570,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653444,4.2024,2024,April,0,,0,,,,,10053459307,23,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653444,5.2024,2024,May,0,,0,,,,,10053462634,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653444,6.2024,2024,June,0,,0,,,,,10053464414,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653444,7.2024,2024,July,0,,0,,,,,10053486529,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653444,8.2024,2024,August,0,,0,,,,,10053489333,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653444,9.2024,2024,September,0,,0,,,,,10053494253,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653444,10.2024,2024,October,0,,0,,,,,10053515513,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653444,11.2024,2024,November,0,,0,,,,,10053518201,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653444,12.2024,2024,December,0,,0,,,,,10053523097,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653453,1.2024,2024,January,293,0.32,93.76,,,,,10053523103,23,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653453,2.2024,2024,February,347,0.32,111.04,,,,,10053575834,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653453,3.2024,2024,March,278,0.32,88.96,,,,,10053576081,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653453,4.2024,2024,April,253,0.32,80.96,,,,,10053576143,21,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653453,5.2024,2024,May,245.95,0.319983737,78.7,,,,,10053576411,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653453,6.2024,2024,June,733.6,0.319997274,234.75,,,,,10053577866,21,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653453,7.2024,2024,July,1401.22,0.319999715,448.39,,,,,10053578649,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653453,8.2024,2024,August,1772.81,0.320000451,567.3,,,,,10053578765,23,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653453,9.2024,2024,September,1531.78,0.320000261,490.17,,,,,10053579744,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653453,11.2024,2024,November,1016.72,0.319999607,325.35,,,,,10053583658,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653453,12.2024,2024,December,601.93,0.320003987,192.62,,,,,10053584628,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653462,1.2024,2024,January,208,0.32,66.56,,,,,10053595167,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653462,2.2024,2024,February,169,0.32,54.08,,,,,10053637015,22,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653462,3.2024,2024,March,171,0.32,54.72,,,,,10053637801,18,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653462,4.2024,2024,April,296,0.32,94.72,,,,,10053640217,23,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10101653462,5.2024,2024,May,557.74,0.320005737,178.48,,,,,10053640511,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
